商户ID,商户代码,终端号,商户名,省份,市,区,纬度,经度,用户地址,商圈信息
677296,105000253112534,10005454,,贵州省,贵阳市,南明区,26.577761,106.706956,贵州省贵阳市南明区花溪大道56-6号,待定
677297,105000253112529,10005443,,贵州省,贵阳市,南明区,26.577884,106.70693100000001,贵州省贵阳市南明区花溪大道56-6号,待定
677298,898520141110003,01141099,,贵州省,贵阳市,南明区,26.567875,106.72786699999999,贵州省贵阳市南明区市南巷30号,待定
677299,8495201565100NK,M4063455,,贵州省,贵阳市,南明区,26.569872999999998,106.689057,贵州省贵阳市南明区公园中路,待定
677300,8495201569901H1,M4050913,,贵州省,贵阳市,南明区,26.569883,106.68906499999999,贵州省贵阳市南明区公园中路,待定
677301,8495201701102K2,M3021109,,贵州省,贵阳市,南明区,26.567068,106.679106,贵州省贵阳市南明区延安南路,待定
677302,8495201595000B7,M2919209,,贵州省,贵阳市,南明区,26.554532000000002,106.668865,贵州省贵阳市南明区X125(金竹路),待定
677303,8495201701103HA,M4115788,,贵州省,贵阳市,南明区,26.566622,106.68271499999999,贵州省贵阳市南明区五里冲路,待定
677304,898520154111305,15025201,,贵州省,贵阳市,南明区,26.563081,106.693357,贵州省贵阳市南明区艺校立交,待定
677305,8495201569900I2,M3811794,,贵州省,贵阳市,南明区,26.560036,106.68330900000001,贵州省贵阳市南明区太金线,待定
677306,8495201566100C9,M1966104,,贵州省,贵阳市,南明区,26.55965,106.686644,贵州省贵阳市南明区黄岭路57-1,待定
677307,302701053110006,03020654,,贵州省,贵阳市,南明区,26.573037,106.69801799999999,贵州省贵阳市南明区解放西路隧道,待定
677308,898520159120523,11700631,,贵州省,贵阳市,南明区,26.565490000000004,106.713858,贵州省贵阳市南明区解放路94-5号,待定
677309,105000253112051,10004985,,贵州省,贵阳市,南明区,26.577918,106.706921,贵州省贵阳市南明区花溪大道56-6号,待定
677310,102701055110865,50891001,,贵州省,贵阳市,南明区,26.573865,106.70876200000001,贵州省贵阳市南明区贵惠路35号,待定
677311,898520154111305,15035301,,贵州省,贵阳市,南明区,26.566663000000002,106.73016399999999,贵州省贵阳市南明区嘉润路4,待定
677312,102701059981060,10079042,,贵州省,贵阳市,南明区,26.56800800000001,106.687499,贵州省贵阳市南明区中环路南段,待定
677313,84952015812021N,M4179560,,贵州省,贵阳市,南明区,26.5523,106.671742,贵州省贵阳市南明区西二环,待定
677314,102701059981060,10079044,,贵州省,贵阳市,南明区,26.580349,106.713012,贵州省贵阳市南明区都司路95,待定
677315,102701059981060,10079022,,贵州省,贵阳市,南明区,26.569205,106.717698,贵州省贵阳市南明区尚义路,待定
677316,105701000004693,10000159,,贵州省,贵阳市,南明区,26.568824,106.68748400000001,贵州省贵阳市南明区遵义中路,待定
677317,8495201581400YL,M1966104,,贵州省,贵阳市,南明区,26.559673999999998,106.68728,贵州省贵阳市南明区黄岭路57-1,待定
677318,105000050470428,10001915,,贵州省,贵阳市,南明区,26.563012,106.707145,贵州省贵阳市南明区铁运巷,待定
677319,105000080620322,00104351,,贵州省,贵阳市,南明区,26.5715,106.70446299999999,贵州省贵阳市南明区解放西路32号,待定
677320,84952015812024N,M4050913,,贵州省,贵阳市,南明区,26.569867,106.689066,贵州省贵阳市南明区公园中路,待定
677321,105000253112482,10005435,,贵州省,贵阳市,南明区,26.577884,106.70698,贵州省贵阳市南明区花溪大道56-6号,待定
677322,105000253112476,10005434,,贵州省,贵阳市,南明区,26.577571000000002,106.706925,贵州省贵阳市南明区溪大道北段45号,待定
677323,898520154111189,00160162,,贵州省,贵阳市,南明区,26.563026,106.687551,贵州省贵阳市南明区都会大道,待定
677324,898520141110003,01141749,,贵州省,贵阳市,南明区,26.574341999999998,106.69861399999999,贵州省贵阳市南明区解放西路隧道,待定
677325,8495201546200L6,M2919209,,贵州省,贵阳市,南明区,26.553099,106.67021100000001,贵州省贵阳市南明区,待定
677326,105701000001811,00068328,,贵州省,贵阳市,南明区,26.557515000000002,106.67281299999999,贵州省贵阳市南明区西二环,待定
677327,8495201701103PX,M4063455,,贵州省,贵阳市,南明区,26.569879999999998,106.68906000000001,贵州省贵阳市南明区公园中路,待定
677328,898520154111305,15055051,,贵州省,贵阳市,南明区,26.568960999999998,106.703356,贵州省贵阳市南明区集贤巷,待定
677329,102701073110527,10529001,,贵州省,贵阳市,南明区,26.573975,106.70884299999999,贵州省贵阳市南明区贵惠路38号,待定
677330,8495201581205S1,M4020187,,贵州省,贵阳市,南明区,26.576228000000004,106.723817,贵州省贵阳市南明区箭道街157号,待定
677331,8495201581400VD,M3749838,,贵州省,贵阳市,南明区,26.56180100000001,106.685755,贵州省贵阳市南明区公园中路,待定
677332,105000059126622,10009337,,贵州省,贵阳市,南明区,26.573138,106.70983000000001,贵州省贵阳市南明区青云路,待定
677333,8495201539900WJ,M4020187,,贵州省,贵阳市,南明区,26.548724,106.705721,贵州省贵阳市南明区沙冲南路220号,待定
677334,105000253112527,10005452,,贵州省,贵阳市,南明区,26.577571000000002,106.706925,贵州省贵阳市南明区溪大道北段45号,待定
677335,105000059125802,10007843,,贵州省,贵阳市,南明区,26.573217,106.704675,贵州省贵阳市南明区贵惠路187,待定
677336,898520141110003,01141189,,贵州省,贵阳市,南明区,26.564513,106.723303,贵州省贵阳市南明区南厂路85,待定
677337,84952015451005R,59287136,,贵州省,贵阳市,南明区,26.57759,106.7163,贵州省贵阳市南明区杏坛巷1号,待定
677338,102701059984840,40020001,,贵州省,贵阳市,南明区,26.58243400000001,106.723658,贵州省贵阳市南明区护国路199号,待定
677339,443701054110117,20010104,,贵州省,贵阳市,南明区,26.552576000000002,106.698045,贵州省贵阳市南明区桃园路,待定
677340,84952017011001C,M4020187,,贵州省,贵阳市,南明区,26.545778000000002,106.706535,贵州省贵阳市南明区沙冲东路58,待定
677341,898520141110003,01141374,,贵州省,贵阳市,南明区,26.576110999999997,106.71391799999999,贵州省贵阳市南明区瑞金南路248,待定
677342,105000059126051,10008217,,贵州省,贵阳市,南明区,26.565033000000003,106.714408,贵州省贵阳市南明区二七路7号,待定
677343,84952015661K00M,70092757,,贵州省,贵阳市,南明区,26.55735300000001,106.672023,贵州省贵阳市南明区西二环,待定
677344,898520159120523,11700762,,贵州省,贵阳市,南明区,26.55689000000001,106.707462,贵州省贵阳市南明区朝阳洞路100-2号,待定
677345,102701052110765,90792001,,贵州省,贵阳市,南明区,26.566039,106.710431,贵州省贵阳市南明区遵义路318号,待定
677346,898520141110003,01142317,,贵州省,贵阳市,南明区,26.582171000000002,106.719449,贵州省贵阳市南明区中华南路14,待定
677347,898520141110003,01141105,,贵州省,贵阳市,南明区,26.56925,106.71928899999999,贵州省贵阳市南明区兴关路90,待定
677348,84952017011035Y,M4063455,,贵州省,贵阳市,南明区,26.569875,106.68905,贵州省贵阳市南明区公园中路,待定
677349,105701000004693,10000175,,贵州省,贵阳市,南明区,26.557165,106.680163,贵州省贵阳市南明区,待定
677350,8495201581205C2,M3194234,,贵州省,贵阳市,南明区,26.557349,106.68263600000002,贵州省贵阳市南明区黄岭路,待定
677351,302701053110006,03020760,,贵州省,贵阳市,南明区,26.575883,106.720077,贵州省贵阳市南明区遵义路8号,待定
677352,102701048120523,20525001,,贵州省,贵阳市,南明区,26.574312,106.70873799999998,贵州省贵阳市南明区贵惠路59,待定
677353,849520179970021,M4115788,,贵州省,贵阳市,南明区,26.566565999999998,106.68276100000001,贵州省贵阳市南明区五里冲路,待定
677354,8495201597700BM,M3194234,,贵州省,贵阳市,南明区,26.557349,106.68263999999999,贵州省贵阳市南明区黄岭路,待定
677355,84952015661000M,M3617023,,贵州省,贵阳市,南明区,26.561133,106.68488,贵州省贵阳市南明区公园中路,待定
677356,84952017298005I,M4020187,,贵州省,贵阳市,南明区,26.547926,106.70539699999999,贵州省贵阳市南明区沙冲南路234号,待定
677357,105000056998222,10004601,,贵州省,贵阳市,南明区,26.577909000000002,106.706962,贵州省贵阳市南明区花溪大道56-6号,待定
677358,105701000004693,10000147,,贵州省,贵阳市,南明区,26.561083,106.72619399999999,贵州省贵阳市南明区南厂路,待定
677359,102701059981060,10079049,,贵州省,贵阳市,南明区,26.580197,106.713066,贵州省贵阳市南明区都司路95,待定
677360,102701059490467,80477001,,贵州省,贵阳市,南明区,26.577568,106.700998,贵州省贵阳市南明区花果园街29号,待定
677361,102701082990620,00000001,,贵州省,贵阳市,南明区,26.562934000000002,106.723258,贵州省贵阳市南明区南厂路94-7号,待定
677362,84952017011030B,M3617023,,贵州省,贵阳市,南明区,26.558341,106.68263600000002,贵州省贵阳市南明区黄岭路,待定
677363,302701053110006,03020690,,贵州省,贵阳市,南明区,26.57596,106.72068300000001,贵州省贵阳市南明区阳明路2,待定
677364,826520154510019,30001205,,贵州省,贵阳市,南明区,26.527642999999998,106.69379199999999,贵州省贵阳市南明区干平路,待定
677365,8495201546200KW,M3194234,,贵州省,贵阳市,南明区,26.557345,106.68263700000001,贵州省贵阳市南明区黄岭路,待定
677366,84952015948007U,M3241301,,贵州省,贵阳市,南明区,26.562782000000002,106.68651100000001,贵州省贵阳市南明区都会大道,待定
677367,84952015732002Z,M4212555,,贵州省,贵阳市,南明区,26.553712,106.67138200000001,贵州省贵阳市南明区西二环,待定
677368,8495201569900EB,M4092926,,贵州省,贵阳市,南明区,26.562123,106.653124,贵州省贵阳市南明区,待定
677369,8495201546200J9,M1966104,,贵州省,贵阳市,南明区,26.559675,106.68728300000001,贵州省贵阳市南明区黄岭路57-1,待定
677370,105000253112531,10005453,,贵州省,贵阳市,南明区,26.577761,106.706956,贵州省贵阳市南明区花溪大道56-6号,待定
677371,443701054110059,01005102,,贵州省,贵阳市,南明区,26.56416500000001,106.724139,贵州省贵阳市南明区南厂路151号,待定
677372,8495201581203VY,99112301,,贵州省,贵阳市,南明区,26.545513,106.796627,贵州省贵阳市南明区G210(见龙洞路),待定
677373,8495201565100ZL,M3146199,,贵州省,贵阳市,南明区,26.550933,106.691106,贵州省贵阳市南明区车水路,待定
677374,302701053110006,03020745,,贵州省,贵阳市,南明区,26.575815000000002,106.720032,贵州省贵阳市南明区遵义路8号,待定
677375,105701000004693,10000180,,贵州省,贵阳市,南明区,26.559203000000004,106.68119399999999,贵州省贵阳市南明区太金线,待定
677376,84952017011026G,M3617023,,贵州省,贵阳市,南明区,26.559782000000002,106.68552,贵州省贵阳市南明区黄岭路,待定
677377,898520193110160,01174723,,贵州省,贵阳市,南明区,26.578375,106.71048799999998,贵州省贵阳市南明区瑞金南路3,待定
677378,105000253111686,10004770,,贵州省,贵阳市,南明区,26.577571000000002,106.706925,贵州省贵阳市南明区溪大道北段45号,待定
677379,105000059126406,10008922,,贵州省,贵阳市,南明区,26.564878999999998,106.71868899999998,贵州省贵阳市南明区营盘路16号,待定
677380,8495201545100DW,M3617023,,贵州省,贵阳市,南明区,26.561133,106.68488,贵州省贵阳市南明区公园中路,待定
677381,898520159120523,11700468,,贵州省,贵阳市,南明区,26.561833,106.703024,贵州省贵阳市南明区南冲巷46,待定
677382,105000153119366,10004986,,贵州省,贵阳市,南明区,26.577571000000002,106.706925,贵州省贵阳市南明区溪大道北段45号,待定
677383,898520141110003,01141144,,贵州省,贵阳市,南明区,26.576112,106.699688,贵州省贵阳市南明区花果园大街,待定
677384,8495201581201VF,M4092926,,贵州省,贵阳市,南明区,26.561935,106.653145,贵州省贵阳市南明区,待定
677385,84952017011032R,M4331934,,贵州省,贵阳市,南明区,26.573781,106.70805,贵州省贵阳市南明区贵惠路50号,待定
677386,898520141110003,01142061,,贵州省,贵阳市,南明区,26.554484999999996,106.684596,贵州省贵阳市南明区,待定
677387,826520153310033,30001088,,贵州省,贵阳市,南明区,26.529421999999997,106.685694,贵州省贵阳市南明区五湖巷4,待定
677388,8495201581200AY,M4092926,,贵州省,贵阳市,南明区,26.562085999999997,106.653127,贵州省贵阳市南明区,待定
677389,105000051220064,00102133,,贵州省,贵阳市,南明区,26.575722999999996,106.730476,贵州省贵阳市南明区南明东路十五号,待定
677390,849520172160026,M2919209,,贵州省,贵阳市,南明区,26.548233000000003,106.670905,贵州省贵阳市南明区小车河路,待定
677391,84952015651007W,M3241301,,贵州省,贵阳市,南明区,26.562779,106.68648999999999,贵州省贵阳市南明区都会大道,待定
677392,105000253112483,10005432,,贵州省,贵阳市,南明区,26.577909000000002,106.706962,贵州省贵阳市南明区花溪大道56-6号,待定
677393,105000059126567,10009173,,贵州省,贵阳市,南明区,26.565934000000002,106.71425500000001,贵州省贵阳市南明区解放路96-11号,待定
677394,8495201565100F6,M4233645,,贵州省,贵阳市,南明区,26.566291999999997,106.682331,贵州省贵阳市南明区五里冲路,待定
677395,84952018043005D,M2919209,,贵州省,贵阳市,南明区,26.551332000000002,106.67073700000002,贵州省贵阳市南明区,待定
677396,898520141110003,01141176,,贵州省,贵阳市,南明区,26.566336,106.68645500000001,贵州省贵阳市南明区公园中路,待定
677397,8495201539900OQ,M4092926,,贵州省,贵阳市,南明区,26.562039000000002,106.653044,贵州省贵阳市南明区,待定
677398,105701054110001,10200777,,贵州省,贵阳市,南明区,26.568146999999996,106.686646,贵州省贵阳市南明区中环路南段,待定
677399,302701053110006,03020622,,贵州省,贵阳市,南明区,26.576417,106.72001999999999,贵州省贵阳市南明区遵义路9号,待定
677400,84952015950007R,M3749838,,贵州省,贵阳市,南明区,26.562183,106.685547,贵州省贵阳市南明区公园中路,待定
677401,8495201729800UE,M2364238,,贵州省,贵阳市,南明区,26.54591,106.80250500000001,贵州省贵阳市南明区西南环线,待定
677402,102701059981060,10079040,,贵州省,贵阳市,南明区,26.559915000000004,106.73346799999999,贵州省贵阳市南明区嘉润路,待定
677403,105000253112536,10005455,,贵州省,贵阳市,南明区,26.57776500000001,106.70699499999999,贵州省贵阳市南明区花溪大道56-6号,待定
677404,84952017997000S,M2258829,,贵州省,贵阳市,南明区,26.5624,106.68598,贵州省贵阳市南明区公园中路,待定
677405,105000253112262,10005004,,贵州省,贵阳市,南明区,26.577886,106.707058,贵州省贵阳市南明区花溪大道56-6号,待定
677406,105000056998220,10004602,,贵州省,贵阳市,南明区,26.577902,106.707026,贵州省贵阳市南明区花溪大道56-6号,待定
677407,105000253112257,10005008,,贵州省,贵阳市,南明区,26.577909000000002,106.706962,贵州省贵阳市南明区花溪大道56-6号,待定
677408,898520141110003,01141246,,贵州省,贵阳市,南明区,26.565207,106.726623,贵州省贵阳市南明区南厂路,待定
677409,84952015941009O,M4110766,,贵州省,贵阳市,南明区,26.552167999999998,106.67100900000001,贵州省贵阳市南明区,待定
677410,105701000004693,10000154,,贵州省,贵阳市,云岩区,26.579990999999996,106.70643100000001,贵州省贵阳市云岩区如意巷15号,待定
677411,105701054110001,10110777,,贵州省,贵阳市,南明区,26.564239,106.73055900000001,贵州省贵阳市南明区南岳路81号,待定
677412,8495201701103US,M4013051,,贵州省,贵阳市,南明区,26.567711,106.690202,贵州省贵阳市南明区遵义中路,待定
677413,84952015231005D,M3996720,,贵州省,贵阳市,南明区,26.557069,106.702514,贵州省贵阳市南明区玉厂路,待定
677414,302701053110006,03020751,,贵州省,贵阳市,南明区,26.576146,106.71966299999998,贵州省贵阳市南明区博爱路152号,待定
677415,84952015661K00E,70022569,,贵州省,贵阳市,南明区,26.561804,106.67399499999999,贵州省贵阳市南明区甲秀南路,待定
677416,102701051371639,21655017,,贵州省,贵阳市,南明区,26.555731,106.708196,贵州省贵阳市南明区朝阳巷4号,待定
677417,8495201729800UH,M4092926,,贵州省,贵阳市,南明区,26.562040999999997,106.65308300000001,贵州省贵阳市南明区,待定
677418,105000253112052,10004984,,贵州省,贵阳市,南明区,26.577571000000002,106.706925,贵州省贵阳市南明区溪大道北段45号,待定
677419,102701048120041,20042001,,贵州省,贵阳市,南明区,26.572253999999997,106.71355700000001,贵州省贵阳市南明区青云路411号,待定
677420,8495201581203SL,M3811794,,贵州省,贵阳市,南明区,26.574414,106.704031,贵州省贵阳市南明区沙坡路59号,待定
677421,84952015812036A,M4094655,,贵州省,贵阳市,南明区,26.552184000000004,106.67096200000002,贵州省贵阳市南明区,待定
677422,84952015651003G,M1966104,,贵州省,贵阳市,南明区,26.559664,106.68720400000001,贵州省贵阳市南明区黄岭路57-1,待定
677423,102701057120241,20245002,,贵州省,贵阳市,南明区,26.57400800000001,106.708817,贵州省贵阳市南明区贵惠路38号,待定
677424,898520159120523,11700661,,贵州省,贵阳市,南明区,26.555601,106.689174,贵州省贵阳市南明区青山路,待定
677425,898520141110003,01142065,,贵州省,贵阳市,花溪区,26.517365,106.669728,贵州省贵阳市花溪区,待定
677426,105701000004693,10017884,,贵州省,贵阳市,南明区,26.559773,106.681463,贵州省贵阳市南明区太金线,待定
677427,898520154111305,15085081,,贵州省,贵阳市,南明区,26.571285999999997,106.689834,贵州省贵阳市南明区中山中路,待定
677428,105000253112054,10004982,,贵州省,贵阳市,南明区,26.577761,106.706956,贵州省贵阳市南明区花溪大道56-6号,待定
677429,84952015732007H,M4150639,,贵州省,贵阳市,南明区,26.563051,106.68603700000001,贵州省贵阳市南明区公园中路,待定
677430,8495201581201X6,M3021109,,贵州省,贵阳市,南明区,26.567076,106.67909099999999,贵州省贵阳市南明区延安南路,待定
677431,898520141110003,01140981,,贵州省,贵阳市,南明区,26.566145000000002,106.688763,贵州省贵阳市南明区中环路南段,待定
677432,105000051220064,00102102,,贵州省,贵阳市,南明区,26.551634000000004,106.68928600000001,贵州省贵阳市南明区车水路,待定
677433,102701053310485,30508001,,贵州省,贵阳市,南明区,26.579720000000002,106.713039,贵州省贵阳市南明区都司路188号,待定
677434,898520141110003,01141067,,贵州省,贵阳市,南明区,26.571540999999996,106.70293500000001,贵州省贵阳市南明区贵惠路139,待定
677435,84952015631000P,M3802737,,贵州省,贵阳市,南明区,26.581171,106.713823,贵州省贵阳市南明区瑞金南路,待定
677436,84952015812029O,99112301,,贵州省,贵阳市,南明区,26.545147999999998,106.79618300000001,贵州省贵阳市南明区G210(见龙洞路),待定
677437,105000253112533,10005445,,贵州省,贵阳市,南明区,26.577571000000002,106.706925,贵州省贵阳市南明区溪大道北段45号,待定
677438,84952015812051O,M3241301,,贵州省,贵阳市,南明区,26.562777,106.6865,贵州省贵阳市南明区都会大道,待定
677439,443701054110059,10050104,,贵州省,贵阳市,南明区,26.563915,106.72426499999999,贵州省贵阳市南明区南厂路111号,待定
677440,8495201571200HU,M3194234,,贵州省,贵阳市,南明区,26.557349,106.68264099999999,贵州省贵阳市南明区黄岭路,待定
677441,102701059981060,10079020,,贵州省,贵阳市,南明区,26.5732,106.713378,贵州省贵阳市南明区青云路,待定
677442,102701059981060,10079025,,贵州省,贵阳市,南明区,26.577552,106.71007900000001,贵州省贵阳市南明区瑞金南路83号,待定
677443,84952015812053Q,M3749838,,贵州省,贵阳市,南明区,26.561803,106.685745,贵州省贵阳市南明区公园中路,待定
677444,8495201539900LU,M4092926,,贵州省,贵阳市,南明区,26.56206,106.653099,贵州省贵阳市南明区,待定
677445,8495201509400L7,M1966104,,贵州省,贵阳市,南明区,26.559672999999997,106.687278,贵州省贵阳市南明区黄岭路57-1,待定
677446,102701059981060,10079039,,贵州省,贵阳市,南明区,26.573786,106.72738100000001,贵州省贵阳市南明区翠微巷,待定
677447,443701054110060,10030106,,贵州省,贵阳市,花溪区,26.534163,106.711894,贵州省贵阳市花溪区黔江路,待定
677448,898520141110003,01141889,,贵州省,贵阳市,南明区,26.572306,106.715356,贵州省贵阳市南明区青云路339号,待定
677449,105701000001877,00070264,,贵州省,贵阳市,南明区,26.564275,106.73064199999999,贵州省贵阳市南明区南岳路81号,待定
677450,8495201581205KC,M3194234,,贵州省,贵阳市,南明区,26.566762,106.678068,贵州省贵阳市南明区小车河路,待定
677451,898520193110160,01161591,,贵州省,贵阳市,南明区,26.578340999999998,106.710449,贵州省贵阳市南明区瑞金南路3,待定
677452,443701054110117,20010102,,贵州省,贵阳市,南明区,26.552597,106.69795800000001,贵州省贵阳市南明区桃园路,待定
677453,105000253112479,10005440,,贵州省,贵阳市,南明区,26.577959000000003,106.70706499999999,贵州省贵阳市南明区花溪大道56-6号,待定
677454,105000253111774,10004827,,贵州省,贵阳市,南明区,26.577571000000002,106.706925,贵州省贵阳市南明区溪大道北段45号,待定
677455,8495201581400NV,M4110556,,贵州省,贵阳市,南明区,26.563627,106.68692800000001,贵州省贵阳市南明区都会大道,待定
677456,8495201571200SA,95211023,,贵州省,贵阳市,南明区,26.569136999999998,106.672207,贵州省贵阳市南明区,待定
677457,105000253112056,10004978,,贵州省,贵阳市,南明区,26.577909000000002,106.706962,贵州省贵阳市南明区花溪大道56-6号,待定
677458,898520159991155,32200004,,贵州省,贵阳市,南明区,26.573566999999997,106.692543,贵州省贵阳市南明区中山南路,待定
677459,898520141110003,01141555,,贵州省,贵阳市,南明区,26.580140999999998,106.71431100000001,贵州省贵阳市南明区都司路59号,待定
677460,105701000004693,10000167,,贵州省,贵阳市,南明区,26.552009,106.669945,贵州省贵阳市南明区,待定
677461,821520154110051,00530001,,贵州省,贵阳市,南明区,26.580664000000002,106.738441,贵州省贵阳市南明区盘桥路13号,待定
677462,8495201729800EN,M4115788,,贵州省,贵阳市,南明区,26.567472,106.68359299999999,贵州省贵阳市南明区贵阳街立交,待定
677463,84952015311007K,M4063455,,贵州省,贵阳市,南明区,26.569889,106.689071,贵州省贵阳市南明区公园中路,待定
677464,8495201553200AG,M3241301,,贵州省,贵阳市,南明区,26.562779,106.686489,贵州省贵阳市南明区都会大道,待定
677465,8495201566100A5,M3811794,,贵州省,贵阳市,南明区,26.568638,106.68830700000001,贵州省贵阳市南明区公园中路,待定
677466,105000253112254,10005007,,贵州省,贵阳市,南明区,26.577899,106.70693600000001,贵州省贵阳市南明区花溪大道56-6号,待定
677467,84952015921008H,M1256223,,贵州省,贵阳市,花溪区,26.552933000000003,106.65986699999999,贵州省贵阳市花溪区,待定
677468,105000059126620,10009335,,贵州省,贵阳市,南明区,26.55994,106.67266599999999,贵州省贵阳市南明区甲秀南路,待定
677469,105000059126433,10008934,,贵州省,贵阳市,南明区,26.547494,106.709731,贵州省贵阳市南明区沙冲东路145,待定
677470,105701000004693,10000181,,贵州省,贵阳市,南明区,26.559225,106.68096499999999,贵州省贵阳市南明区太金线,待定
677471,84952014722009W,M4115788,,贵州省,贵阳市,南明区,26.567517,106.68361000000002,贵州省贵阳市南明区贵阳街立交,待定
677472,105000051220221,00101920,,贵州省,贵阳市,南明区,26.558967,106.683696,贵州省贵阳市南明区黄岭路59-1,待定
677473,105000253112528,10005450,,贵州省,贵阳市,南明区,26.577571000000002,106.706925,贵州省贵阳市南明区溪大道北段45号,待定
677474,898520159120523,11700891,,贵州省,贵阳市,南明区,26.570575,106.69233999999999,贵州省贵阳市南明区惠隆路,待定
677475,105701000004693,10000164,,贵州省,贵阳市,南明区,26.565718,106.718644,贵州省贵阳市南明区解放路106号,待定
677476,84952015993005Y,M4116086,,贵州省,贵阳市,南明区,26.554478000000003,106.66924099999999,贵州省贵阳市南明区X125(金竹路),待定
677477,8495201597700BF,M4092926,,贵州省,贵阳市,南明区,26.562039000000002,106.65311499999999,贵州省贵阳市南明区,待定
677478,898520154111305,15355351,,贵州省,贵阳市,南明区,26.529183000000003,106.68618899999998,贵州省贵阳市南明区五湖巷,待定
677479,84952015631005O,M4092926,,贵州省,贵阳市,南明区,26.56202,106.653155,贵州省贵阳市南明区,待定
677480,84952015948005C,M3241301,,贵州省,贵阳市,南明区,26.562781,106.686507,贵州省贵阳市南明区都会大道,待定
677481,8495201581400JC,M3241301,,贵州省,贵阳市,南明区,26.562781,106.686507,贵州省贵阳市南明区都会大道,待定
677482,105000253111768,10004825,,贵州省,贵阳市,南明区,26.577909000000002,106.706962,贵州省贵阳市南明区花溪大道56-6号,待定
677483,8495201533100FJ,M3749838,,贵州省,贵阳市,南明区,26.561803,106.685745,贵州省贵阳市南明区公园中路,待定
677484,105000253112256,10005010,,贵州省,贵阳市,南明区,26.577571000000002,106.706925,贵州省贵阳市南明区溪大道北段45号,待定
677485,898520159991155,32200006,,贵州省,贵阳市,南明区,26.568956,106.69448999999999,贵州省贵阳市南明区惠隆路,待定
677486,102701058120514,20400002,,贵州省,贵阳市,南明区,26.546267999999998,106.801391,贵州省贵阳市南明区西南环线,待定
677487,84952015812046N,M4050913,,贵州省,贵阳市,南明区,26.569867,106.689066,贵州省贵阳市南明区公园中路,待定
677488,443701054110059,10050111,,贵州省,贵阳市,南明区,26.563793,106.723984,贵州省贵阳市南明区南厂路151号,待定
677489,105000051220064,00102062,,贵州省,贵阳市,南明区,26.564521999999997,106.71771799999999,贵州省贵阳市南明区营盘路13号,待定
677490,105000059126431,10008935,,贵州省,贵阳市,南明区,26.557464000000003,106.707315,贵州省贵阳市南明区朝阳洞路27号,待定
677491,102701057120213,20217001,,贵州省,贵阳市,南明区,26.574022999999997,106.70881200000001,贵州省贵阳市南明区贵惠路38号,待定
677492,898520141110003,01140830,,贵州省,贵阳市,南明区,26.576412,106.71185,贵州省贵阳市南明区文化路96号,待定
677493,102701058121728,21617001,,贵州省,贵阳市,南明区,26.562784000000004,106.723155,贵州省贵阳市南明区南厂路94-14号,待定
677494,8495201531100AQ,M3194234,,贵州省,贵阳市,南明区,26.557349,106.68264099999999,贵州省贵阳市南明区黄岭路,待定
677495,8495201701103LG,M3617023,,贵州省,贵阳市,南明区,26.558341,106.68263600000002,贵州省贵阳市南明区黄岭路,待定
677496,84952015814006H,M3617023,,贵州省,贵阳市,南明区,26.56113,106.684871,贵州省贵阳市南明区公园中路,待定
677497,898520159120523,11701771,,贵州省,贵阳市,南明区,26.525671999999997,106.67936499999999,贵州省贵阳市南明区上坝巷,待定
677498,898520193110160,01174728,,贵州省,贵阳市,南明区,26.578249,106.710821,贵州省贵阳市南明区瑞金南路3,待定
677499,898520159120523,11700781,,贵州省,贵阳市,南明区,26.54958400000001,106.716834,贵州省贵阳市南明区望城巷57号,待定
677500,102701059981060,10079030,,贵州省,贵阳市,南明区,26.577952000000003,106.720155,贵州省贵阳市南明区中华南路147,待定
677501,102701059460009,30013002,,贵州省,贵阳市,南明区,26.579278000000002,106.71460800000001,贵州省贵阳市南明区都司路106,待定
677502,102701051371639,21655106,,贵州省,贵阳市,南明区,26.580856,106.731025,贵州省贵阳市南明区都司高架桥路,待定
677503,102701059120371,00375001,,贵州省,贵阳市,南明区,26.573003999999997,106.70896100000002,贵州省贵阳市南明区贵惠路44号,待定
677504,84952015661008L,M3021109,,贵州省,贵阳市,南明区,26.567066999999998,106.679103,贵州省贵阳市南明区延安南路,待定
677505,105000253111776,10004826,,贵州省,贵阳市,南明区,26.577761,106.706956,贵州省贵阳市南明区花溪大道56-6号,待定
677506,84952015970005J,M4092926,,贵州省,贵阳市,南明区,26.562032000000002,106.653071,贵州省贵阳市南明区,待定
677507,102701059981060,10079035,,贵州省,贵阳市,南明区,26.581263,106.723495,贵州省贵阳市南明区会文巷14号,待定
677508,898520141110003,01142148,,贵州省,贵阳市,南明区,26.55345800000001,106.688281,贵州省贵阳市南明区,待定
677509,105000253112453,10005414,,贵州省,贵阳市,南明区,26.577892,106.706981,贵州省贵阳市南明区花溪大道56-6号,待定
677510,898520193110160,01161590,,贵州省,贵阳市,南明区,26.577890999999997,106.710145,贵州省贵阳市南明区瑞金南路83号,待定
677511,898520153310830,88880291,,贵州省,贵阳市,南明区,26.567444000000002,106.685282,贵州省贵阳市南明区贵阳街立交,待定
677512,102701059981060,10079031,,贵州省,贵阳市,南明区,26.57604000000001,106.719149,贵州省贵阳市南明区博爱路152号,待定
677513,8495201565100Q8,M4050913,,贵州省,贵阳市,南明区,26.569874,106.68906000000001,贵州省贵阳市南明区公园中路,待定
